1.666698916274963551e+02;3.626721946242776795e+01;1.000000000000000000e+00
1.313584286852483274e+02;4.553881379772490590e+01;0.000000000000000000e+00
1.483891145531223685e+02;5.310130959593347200e+01;1.000000000000000000e+00
1.462503008169213672e+02;3.255781979376845925e+01;0.000000000000000000e+00
1.348046098324873867e+02;4.335862458252351814e+01;0.000000000000000000e+00
1.766454632195541876e+02;3.010413463901256037e+01;0.000000000000000000e+00
1.972340972736070057e+02;3.078879810644118109e+01;0.000000000000000000e+00
1.988327957713938190e+02;3.823806390547969869e+01;0.000000000000000000e+00
1.487931384467381974e+02;4.992392870330579768e+01;1.000000000000000000e+00
1.663731860623618672e+02;5.430694294980138892e+01;0.000000000000000000e+00
1.135941291779228948e+02;3.659138848667858213e+01;0.000000000000000000e+00
1.100903208633628196e+02;5.630852194246924114e+01;0.000000000000000000e+00
1.871858586699429736e+02;5.920207931433088788e+01;0.000000000000000000e+00
1.085937885136905550e+02;4.490006817992951937e+01;0.000000000000000000e+00
1.529828057652831603e+02;4.677761570056138396e+01;1.000000000000000000e+00
1.506650187793406985e+02;3.653653634451539745e+01;1.000000000000000000e+00
1.712113913356695321e+02;3.155917004814298465e+01;1.000000000000000000e+00
1.084898873432628932e+02;5.858037475421400586e+01;0.000000000000000000e+00
1.929774813379343641e+02;5.854355925752695100e+01;0.000000000000000000e+00
1.331036920351452295e+02;5.852676360478704964e+01;0.000000000000000000e+00
1.242543828357788840e+02;5.663722399322337253e+01;0.000000000000000000e+00
1.693962495867356211e+02;3.436429370817895546e+01;0.000000000000000000e+00
1.107873758280417178e+02;3.386917057794198627e+01;0.000000000000000000e+00
1.461318358633429000e+02;5.155080047322483949e+01;1.000000000000000000e+00
1.399525781058102041e+02;4.097633420972211837e+01;1.000000000000000000e+00
1.076270770226200142e+02;5.077818266979564044e+01;0.000000000000000000e+00
1.709880525237331881e+02;4.081400274834265929e+01;1.000000000000000000e+00
1.409458083506063133e+02;3.005767662293997233e+01;0.000000000000000000e+00
1.518466940629784858e+02;5.973328521410078196e+01;1.000000000000000000e+00
1.160602091814504462e+02;4.215251069056751021e+01;0.000000000000000000e+00
1.327295410348175153e+02;4.745613795049121109e+01;0.000000000000000000e+00
1.456405314463930836e+02;4.188725242551547012e+01;0.000000000000000000e+00
1.815162317339644460e+02;3.078942702268187759e+01;0.000000000000000000e+00
1.295791326875386460e+02;5.234348838486935307e+01;0.000000000000000000e+00
1.553702025431714446e+02;5.977528822831666844e+01;1.000000000000000000e+00
1.410022759170326765e+02;5.031143797716447352e+01;0.000000000000000000e+00
1.089144634877400080e+02;4.764702994566511052e+01;0.000000000000000000e+00
1.928528213384588526e+02;4.480996630806711778e+01;0.000000000000000000e+00
1.182181140287923711e+02;4.404003145239979489e+01;0.000000000000000000e+00
1.541404367382859846e+02;5.370208002935871150e+01;1.000000000000000000e+00
1.487391060331334245e+02;5.884124679545577408e+01;0.000000000000000000e+00
1.894022035408175952e+02;4.976723291605352983e+01;0.000000000000000000e+00
1.085754951134796471e+02;3.150150014986509461e+01;0.000000000000000000e+00
1.719612727557762923e+02;5.595033590674904644e+01;1.000000000000000000e+00
1.675011905671258887e+02;3.385147189059807005e+01;1.000000000000000000e+00
1.153409221435464076e+02;3.767333172962759846e+01;0.000000000000000000e+00
1.239847719996349582e+02;3.861838127252563169e+01;0.000000000000000000e+00
1.894826571613276656e+02;3.839321824707288044e+01;0.000000000000000000e+00
1.166435697128116971e+02;5.567794515783475617e+01;0.000000000000000000e+00
1.791731054099985840e+02;5.073370485644218775e+01;0.000000000000000000e+00
1.851641745228320417e+02;5.196782963060616112e+01;0.000000000000000000e+00
1.857553091072088307e+02;4.231155534873229840e+01;0.000000000000000000e+00
1.167148916317222387e+02;3.576490899337120766e+01;0.000000000000000000e+00
1.210571715023221202e+02;4.971121867165778951e+01;0.000000000000000000e+00
1.777995394726454492e+02;4.421250652025320704e+01;0.000000000000000000e+00
1.080587682743470452e+02;3.326892612424357765e+01;0.000000000000000000e+00
1.970323026347895734e+02;5.853330194190993296e+01;0.000000000000000000e+00
1.538137655559677910e+02;3.566118872250122251e+01;0.000000000000000000e+00
1.007253996859516576e+02;5.585696225385144231e+01;0.000000000000000000e+00
1.835076840591399332e+02;5.649190351526077336e+01;0.000000000000000000e+00
1.637348603631714923e+02;4.605009407664455523e+01;0.000000000000000000e+00
1.741961256290681206e+02;4.625771234450794367e+01;0.000000000000000000e+00
1.257938065068280196e+02;3.809768267207531522e+01;0.000000000000000000e+00
